season,team,warps_wins,actual_wins,proj_bin,hit_50,lo_50,hi_50,hit_60,lo_60,hi_60,hit_70,lo_70,hi_70,hit_80,lo_80,hi_80,hit_90,lo_90,hi_90
2012,MIN,6.76,10.0,5–7,0,4.7,8.87,0,4.19,9.36,0,3.55,9.91,1,2.79,10.56,1,2.11,11.25
2012,NE,10.03,12.0,9–11,1,7.97,12.14,1,7.46,12.63,1,6.82,13.18,1,6.06,13.83,1,5.38,14.52
2012,NO,10.29,7.0,9–11,0,8.24,12.41,0,7.73,12.9,0,7.09,13.45,1,6.32,14.1,1,5.64,14.79
2012,NYG,7.52,9.0,7–9,1,5.47,9.63,1,4.96,10.13,1,4.31,10.68,1,3.55,11.32,1,2.87,12.01
2012,NYJ,8.09,6.0,7–9,0,6.04,10.2,1,5.53,10.7,1,4.88,11.25,1,4.12,11.9,1,3.44,12.58
2012,PHI,8.82,4.0,7–9,0,6.77,10.94,0,6.26,11.43,0,5.61,11.98,0,4.85,12.63,0,4.17,13.32
2012,PIT,9.63,8.0,9–11,1,7.58,11.75,1,7.07,12.24,1,6.42,12.79,1,5.66,13.44,1,4.98,14.13
2012,SEA,8.01,11.0,7–9,0,5.96,10.12,0,5.45,10.62,1,4.8,11.16,1,4.04,11.81,1,3.36,12.5
2012,SF,10.04,11.5,9–11,1,7.99,12.16,1,7.48,12.65,1,6.84,13.2,1,6.07,13.85,1,5.39,14.54
2012,TB,5.88,7.0,5–7,1,3.83,7.99,1,3.32,8.49,1,2.67,9.04,1,1.91,9.69,1,1.23,10.37
2012,TEN,8.06,6.0,7–9,0,6.01,10.17,1,5.5,10.67,1,4.85,11.22,1,4.09,11.87,1,3.41,12.55
2012,WAS,6.92,10.0,5–7,0,4.87,9.04,0,4.36,9.53,1,3.72,10.08,1,2.95,10.73,1,2.27,11.42
2013,ARI,6.4,10.0,5–7,0,4.35,8.49,0,3.83,8.99,0,3.15,9.54,1,2.41,10.2,1,1.76,10.9
2013,ATL,9.33,4.0,9–11,0,7.28,11.43,0,6.77,11.92,0,6.08,12.48,0,5.34,13.14,0,4.7,13.84
2013,BAL,8.33,8.0,7–9,1,6.28,10.42,1,5.77,10.92,1,5.08,11.48,1,4.34,12.14,1,3.7,12.83
2013,BUF,6.99,6.0,5–7,1,4.94,9.09,1,4.43,9.58,1,3.74,10.14,1,3.0,10.8,1,2.36,11.49
2013,CAR,7.57,12.0,7–9,0,5.52,9.66,0,5.0,10.16,0,4.32,10.71,0,3.58,11.37,1,2.93,12.07
2013,CHI,9.26,8.0,9–11,1,7.21,11.36,1,6.7,11.85,1,6.01,12.41,1,5.27,13.07,1,4.63,13.77
2013,CIN,8.83,11.0,7–9,0,6.78,10.92,1,6.26,11.42,1,5.58,11.97,1,4.84,12.64,1,4.19,13.33
2013,CLE,7.09,4.0,7–9,0,5.04,9.18,0,4.53,9.68,1,3.84,10.24,1,3.1,10.9,1,2.46,11.59
2013,DAL,7.8,8.0,7–9,1,5.75,9.9,1,5.24,10.39,1,4.55,10.95,1,3.81,11.61,1,3.17,12.3
2013,DEN,10.66,13.0,9–11,0,8.61,12.75,1,8.1,13.25,1,7.41,13.8,1,6.67,14.47,1,6.02,15.16
2013,DET,6.94,7.0,5–7,1,4.89,9.04,1,4.38,9.53,1,3.69,10.09,1,2.95,10.75,1,2.31,11.45
2013,GB,8.82,8.5,7–9,1,6.77,10.92,1,6.26,11.41,1,5.57,11.97,1,4.83,12.63,1,4.19,13.32
2013,HOU,9.42,2.0,9–11,0,7.37,11.51,0,6.85,12.01,0,6.17,12.56,0,5.43,13.22,0,4.78,13.92
2013,IND,8.0,11.0,7–9,0,5.95,10.09,0,5.44,10.59,1,4.75,11.15,1,4.01,11.81,1,3.37,12.5
2013,JAX,6.07,4.0,5–7,0,4.02,8.16,1,3.5,8.66,1,2.82,9.21,1,2.08,9.87,1,1.43,10.57
2013,KC,5.7,11.0,5–7,0,3.65,7.79,0,3.13,8.29,0,2.45,8.84,0,1.71,9.51,0,1.06,10.2
2013,LAC,8.51,9.0,7–9,1,6.46,10.61,1,5.95,11.1,1,5.26,11.66,1,4.52,12.32,1,3.88,13.01
2013,LAR,7.09,7.0,7–9,1,5.04,9.18,1,4.53,9.68,1,3.84,10.23,1,3.1,10.9,1,2.46,11.59
2013,LV,6.56,4.0,5–7,0,4.51,8.65,1,3.99,9.15,1,3.31,9.7,1,2.57,10.37,1,1.92,11.06
2013,MIA,7.45,8.0,7–9,1,5.39,9.54,1,4.88,10.03,1,4.19,10.59,1,3.45,11.25,1,2.81,11.95
2013,MIN,8.02,5.5,7–9,0,5.97,10.12,1,5.46,10.61,1,4.77,11.17,1,4.03,11.83,1,3.39,12.53
2013,NE,10.27,12.0,9–11,1,8.22,12.36,1,7.7,12.86,1,7.02,13.41,1,6.28,14.08,1,5.63,14.77
2013,NO,7.78,11.0,7–9,0,5.73,9.87,0,5.21,10.37,0,4.53,10.92,1,3.79,11.59,1,3.14,12.28
2013,NYG,9.11,7.0,9–11,0,7.06,11.2,1,6.55,11.7,1,5.86,12.26,1,5.12,12.92,1,4.48,13.61
2013,NYJ,6.72,8.0,5–7,1,4.67,8.81,1,4.15,9.31,1,3.46,9.86,1,2.72,10.52,1,2.08,11.22
2013,PHI,6.02,10.0,5–7,0,3.96,8.11,0,3.45,8.6,0,2.76,9.16,0,2.02,9.82,1,1.38,10.52
2013,PIT,8.34,8.0,7–9,1,6.29,10.43,1,5.77,10.93,1,5.09,11.48,1,4.35,12.14,1,3.7,12.84
2013,SEA,10.17,13.0,9–11,0,8.12,12.26,0,7.6,12.76,1,6.91,13.31,1,6.17,13.97,1,5.53,14.67
2013,SF,9.63,12.0,9–11,0,7.58,11.72,1,7.07,12.22,1,6.38,12.77,1,5.64,13.44,1,4.99,14.13
2013,TB,7.86,4.0,7–9,0,5.81,9.95,0,5.3,10.45,0,4.61,11.0,1,3.87,11.67,1,3.22,12.36
2013,TEN,6.74,7.0,5–7,1,4.69,8.83,1,4.17,9.33,1,3.49,9.88,1,2.75,10.54,1,2.1,11.24
2013,WAS,8.52,3.0,7–9,0,6.47,10.61,0,5.95,11.11,0,5.26,11.66,0,4.52,12.32,0,3.88,13.02
2014,ARI,8.27,11.0,7–9,0,6.22,10.37,0,5.7,10.9,1,4.99,11.47,1,4.27,12.11,1,3.53,12.79
2014,ATL,6.75,6.0,5–7,1,4.7,8.86,1,4.19,9.38,1,3.47,9.96,1,2.76,10.6,1,2.01,11.27
2014,BAL,7.67,10.0,7–9,0,5.62,9.77,1,5.1,10.3,1,4.39,10.87,1,3.67,11.51,1,2.93,12.19
2014,BUF,7.5,9.0,7–9,1,5.45,9.6,1,4.93,10.13,1,4.22,10.7,1,3.5,11.34,1,2.76,12.02
2014,CAR,9.86,7.5,9–11,0,7.8,11.96,1,7.29,12.49,1,6.58,13.06,1,5.86,13.7,1,5.12,14.38
2014,CHI,7.64,5.0,7–9,0,5.59,9.75,0,5.07,10.27,1,4.36,10.84,1,3.65,11.48,1,2.9,12.16
2014,CIN,9.8,10.5,9–11,1,7.75,11.9,1,7.23,12.43,1,6.52,13.0,1,5.8,13.64,1,5.06,14.32
2014,CLE,6.88,7.0,5–7,1,4.82,8.98,1,4.31,9.51,1,3.6,10.08,1,2.88,10.72,1,2.14,11.4
2014,DAL,8.25,12.0,7–9,0,6.2,10.36,0,5.68,10.88,0,4.97,11.45,1,4.26,12.09,1,3.51,12.77
2014,DEN,9.63,12.0,9–11,0,7.58,11.74,1,7.07,12.26,1,6.35,12.84,1,5.64,13.48,1,4.89,14.16
2014,DET,8.49,11.0,7–9,0,6.44,10.6,1,5.93,11.12,1,5.21,11.7,1,4.5,12.34,1,3.75,13.01
2014,GB,7.83,12.0,7–9,0,5.77,9.93,0,5.26,10.46,0,4.55,11.03,0,3.83,11.67,1,3.09,12.35
2014,HOU,6.53,9.0,5–7,0,4.48,8.63,1,3.96,9.16,1,3.25,9.73,1,2.53,10.37,1,1.79,11.05
2014,IND,9.26,11.0,9–11,1,7.21,11.37,1,6.7,11.89,1,5.98,12.47,1,5.27,13.1,1,4.52,13.78
2014,JAX,5.76,3.0,5–7,0,3.71,7.87,0,3.2,8.39,1,2.48,8.97,1,1.77,9.61,1,1.02,10.29
2014,KC,9.24,9.0,9–11,1,7.19,11.35,1,6.68,11.87,1,5.96,12.45,1,5.25,13.08,1,4.5,13.76
2014,LAC,8.3,9.0,7–9,1,6.25,10.4,1,5.73,10.93,1,5.02,11.5,1,4.3,12.14,1,3.56,12.82
2014,LAR,7.26,6.0,7–9,1,5.21,9.36,1,4.69,9.89,1,3.98,10.46,1,3.26,11.1,1,2.52,11.78
2014,LV,5.82,3.0,5–7,0,3.77,7.93,0,3.26,8.46,1,2.55,9.03,1,1.83,9.67,1,1.09,10.35
2014,MIA,7.93,8.0,7–9,1,5.88,10.04,1,5.36,10.56,1,4.65,11.13,1,3.94,11.77,1,3.19,12.45
2014,MIN,7.11,7.0,7–9,1,5.06,9.21,1,4.54,9.74,1,3.83,10.31,1,3.11,10.95,1,2.37,11.63
2014,NE,9.38,12.0,9–11,0,7.33,11.49,1,6.82,12.01,1,6.1,12.59,1,5.39,13.23,1,4.64,13.9
2014,NO,9.52,7.0,9–11,0,7.47,11.62,1,6.95,12.15,1,6.24,12.72,1,5.52,13.36,1,4.78,14.04
2014,NYG,6.88,6.0,5–7,1,4.82,8.98,1,4.31,9.51,1,3.6,10.08,1,2.88,10.72,1,2.14,11.4
2014,NYJ,6.5,4.0,5–7,0,4.45,8.61,1,3.94,9.14,1,3.22,9.71,1,2.51,10.35,1,1.76,11.03
2014,PHI,8.93,10.0,7–9,1,6.88,11.04,1,6.37,11.56,1,5.65,12.14,1,4.94,12.78,1,4.19,13.45
2014,PIT,8.33,11.0,7–9,0,6.28,10.44,0,5.77,10.96,1,5.05,11.54,1,4.34,12.18,1,3.59,12.85
2014,SEA,10.03,12.0,9–11,1,7.98,12.14,1,7.46,12.66,1,6.75,13.23,1,6.04,13.87,1,5.29,14.55
2014,SF,9.34,8.0,9–11,1,7.29,11.45,1,6.78,11.97,1,6.06,12.55,1,5.35,13.19,1,4.6,13.87
2014,TB,6.52,2.0,5–7,0,4.47,8.63,0,3.95,9.15,0,3.24,9.72,0,2.53,10.36,1,1.78,11.04
2014,TEN,8.36,2.0,7–9,0,6.31,10.46,0,5.79,10.99,0,5.08,11.56,0,4.36,12.2,0,3.62,12.88
2014,WAS,6.44,4.0,5–7,0,4.39,8.55,1,3.87,9.07,1,3.16,9.64,1,2.45,10.28,1,1.7,10.96
2015,ARI,7.85,13.0,7–9,0,5.79,9.97,0,5.28,10.45,0,4.6,10.99,0,3.86,11.65,0,3.11,12.34
2015,ATL,8.07,8.0,7–9,1,6.01,10.19,1,5.5,10.67,1,4.82,11.21,1,4.08,11.87,1,3.33,12.56
2015,BAL,9.46,5.0,9–11,0,7.4,11.58,0,6.89,12.06,0,6.21,12.6,0,5.47,13.26,1,4.72,13.95
2015,BUF,8.85,8.0,7–9,1,6.79,10.97,1,6.29,11.45,1,5.6,11.99,1,4.86,12.66,1,4.11,13.34
2015,CAR,7.76,15.0,7–9,0,5.7,9.87,0,5.19,10.36,0,4.5,10.9,0,3.76,11.56,0,3.02,12.25
2015,CHI,6.3,6.0,5–7,1,4.24,8.42,1,3.73,8.9,1,3.04,9.44,1,2.3,10.1,1,1.56,10.79
2015,CIN,7.88,12.0,7–9,0,5.82,10.0,0,5.32,10.48,0,4.63,11.02,0,3.89,11.69,1,3.14,12.37
2015,CLE,7.24,3.0,7–9,0,5.19,9.36,0,4.68,9.85,0,3.99,10.39,0,3.25,11.05,1,2.51,11.74
2015,DAL,9.46,4.0,9–11,0,7.4,11.58,0,6.9,12.06,0,6.21,12.61,0,5.47,13.27,0,4.72,13.96
2015,DEN,9.4,12.0,9–11,0,7.35,11.52,1,6.84,12.01,1,6.15,12.55,1,5.41,13.21,1,4.66,13.9
2015,DET,8.53,7.0,7–9,1,6.47,10.64,1,5.96,11.13,1,5.27,11.67,1,4.53,12.33,1,3.79,13.02
2015,GB,9.72,10.0,9–11,1,7.66,11.84,1,7.15,12.32,1,6.47,12.86,1,5.73,13.52,1,4.98,14.21
2015,HOU,9.4,9.0,9–11,1,7.35,11.52,1,6.84,12.0,1,6.15,12.55,1,5.41,13.21,1,4.66,13.9
2015,IND,9.52,8.0,9–11,1,7.46,11.64,1,6.95,12.12,1,6.27,12.66,1,5.53,13.32,1,4.78,14.01
2015,JAX,5.82,5.0,5–7,1,3.77,7.94,1,3.26,8.43,1,2.57,8.97,1,1.83,9.63,1,1.08,10.32
2015,KC,8.95,11.0,7–9,1,6.89,11.07,1,6.38,11.55,1,5.7,12.09,1,4.96,12.75,1,4.21,13.44
2015,LAC,7.96,4.0,7–9,0,5.9,10.08,0,5.39,10.56,0,4.71,11.1,1,3.97,11.77,1,3.22,12.45
2015,LAR,7.42,7.0,7–9,1,5.36,9.54,1,4.85,10.02,1,4.17,10.56,1,3.43,11.23,1,2.68,11.91
2015,LV,5.22,7.0,5–7,1,3.16,7.34,1,2.65,7.82,1,1.97,8.36,1,1.23,9.02,1,0.48,9.71
2015,MIA,8.12,6.0,7–9,0,6.07,10.24,1,5.56,10.73,1,4.87,11.27,1,4.13,11.93,1,3.39,12.62
2015,MIN,7.6,11.0,7–9,0,5.55,9.72,0,5.04,10.2,0,4.35,10.75,1,3.61,11.41,1,2.86,12.1
2015,NE,9.97,12.0,9–11,1,7.91,12.09,1,7.4,12.57,1,6.72,13.11,1,5.98,13.78,1,5.23,14.46
2015,NO,8.16,7.0,7–9,1,6.1,10.28,1,5.59,10.76,1,4.91,11.3,1,4.17,11.97,1,3.42,12.65
2015,NYG,7.83,6.0,7–9,1,5.77,9.95,1,5.26,10.43,1,4.58,10.97,1,3.83,11.63,1,3.09,12.32
2015,NYJ,6.34,10.0,5–7,0,4.28,8.46,0,3.77,8.94,0,3.09,9.48,1,2.35,10.15,1,1.6,10.83
2015,PHI,9.05,7.0,9–11,1,6.99,11.17,1,6.48,11.65,1,5.8,12.19,1,5.06,12.85,1,4.31,13.54
2015,PIT,8.44,10.0,7–9,1,6.38,10.56,1,5.88,11.04,1,5.19,11.59,1,4.45,12.25,1,3.7,12.94
2015,SEA,9.9,10.0,9–11,1,7.84,12.02,1,7.33,12.5,1,6.65,13.04,1,5.91,13.71,1,5.16,14.39
2015,SF,7.13,5.0,7–9,0,5.08,9.25,1,4.57,9.74,1,3.88,10.28,1,3.14,10.94,1,2.39,11.63
2015,TB,6.58,6.0,5–7,1,4.52,8.7,1,4.02,9.18,1,3.33,9.73,1,2.59,10.39,1,1.84,11.08
2015,TEN,5.91,3.0,5–7,0,3.85,8.03,0,3.34,8.51,1,2.66,9.05,1,1.92,9.71,1,1.17,10.4
2015,WAS,6.17,9.0,5–7,0,4.11,8.29,0,3.6,8.77,1,2.92,9.31,1,2.17,9.97,1,1.43,10.66
2016,ARI,10.07,7.5,9–11,0,8.02,12.17,0,7.53,12.68,1,6.87,13.21,1,6.1,13.87,1,5.33,14.56
2016,ATL,7.71,11.0,7–9,0,5.66,9.82,0,5.18,10.32,0,4.52,10.85,1,3.74,11.52,1,2.97,12.2
2016,BAL,6.93,8.0,5–7,1,4.88,9.04,1,4.4,9.54,1,3.73,10.07,1,2.96,10.74,1,2.19,11.42
2016,BUF,8.04,7.0,7–9,1,5.99,10.15,1,5.51,10.65,1,4.85,11.18,1,4.07,11.85,1,3.3,12.53
2016,CAR,10.38,6.0,9–11,0,8.33,12.48,0,7.84,12.99,0,7.18,13.52,0,6.41,14.18,1,5.64,14.87
2016,CHI,7.54,3.0,7–9,0,5.49,9.65,0,5.01,10.15,0,4.35,10.69,0,3.57,11.35,1,2.8,12.04
2016,CIN,10.09,6.5,9–11,0,8.04,12.19,0,7.55,12.69,0,6.89,13.23,1,6.12,13.89,1,5.35,14.58
2016,CLE,5.79,1.0,5–7,0,3.74,7.9,0,3.26,8.4,0,2.6,8.94,0,1.82,9.6,0,1.06,10.29
2016,DAL,6.78,13.0,5–7,0,4.73,8.89,0,4.25,9.39,0,3.59,9.93,0,2.81,10.59,0,2.04,11.28
2016,DEN,8.86,9.0,7–9,1,6.8,10.96,1,6.32,11.46,1,5.66,12.0,1,4.89,12.66,1,4.12,13.35
2016,DET,7.78,9.0,7–9,1,5.73,9.89,1,5.25,10.39,1,4.59,10.92,1,3.81,11.59,1,3.04,12.27
2016,GB,8.98,10.0,7–9,1,6.93,11.08,1,6.44,11.59,1,5.78,12.12,1,5.01,12.78,1,4.24,13.47
2016,HOU,8.56,9.0,7–9,1,6.51,10.66,1,6.02,11.16,1,5.36,11.7,1,4.59,12.36,1,3.82,13.05
2016,IND,7.0,8.0,7–9,1,4.95,9.11,1,4.47,9.61,1,3.81,10.15,1,3.03,10.81,1,2.26,11.5
2016,JAX,7.33,3.0,7–9,0,5.28,9.44,0,4.8,9.94,0,4.14,10.48,0,3.36,11.14,1,2.59,11.83
2016,KC,9.79,12.0,9–11,0,7.74,11.9,1,7.26,12.4,1,6.6,12.94,1,5.82,13.6,1,5.05,14.29
2016,LAC,7.03,5.0,7–9,1,4.98,9.14,1,4.5,9.64,1,3.84,10.18,1,3.06,10.84,1,2.29,11.53
2016,LAR,6.84,4.0,5–7,0,4.79,8.95,0,4.31,9.45,1,3.64,9.98,1,2.87,10.65,1,2.1,11.33
2016,LV,7.48,12.0,7–9,0,5.43,9.59,0,4.95,10.09,0,4.28,10.62,0,3.51,11.29,0,2.74,11.97
2016,MIA,6.54,10.0,5–7,0,4.49,8.65,0,4.01,9.15,0,3.35,9.69,1,2.57,10.35,1,1.8,11.04
2016,MIN,9.13,8.0,9–11,1,7.08,11.24,1,6.6,11.74,1,5.94,12.28,1,5.16,12.94,1,4.39,13.63
2016,NE,9.74,14.0,9–11,0,7.69,11.85,0,7.21,12.35,0,6.55,12.88,0,5.77,13.55,1,5.0,14.23
2016,NO,6.94,7.0,5–7,1,4.89,9.05,1,4.41,9.55,1,3.75,10.08,1,2.97,10.75,1,2.2,11.43
2016,NYG,8.07,11.0,7–9,0,6.02,10.17,0,5.53,10.68,1,4.87,11.21,1,4.1,11.87,1,3.33,12.56
2016,NYJ,8.79,5.0,7–9,0,6.74,10.89,0,6.26,11.4,0,5.59,11.93,1,4.82,12.6,1,4.05,13.28
2016,PHI,7.36,7.0,7–9,1,5.31,9.47,1,4.83,9.97,1,4.17,10.5,1,3.39,11.17,1,2.62,11.85
2016,PIT,9.55,11.0,9–11,1,7.5,11.65,1,7.01,12.16,1,6.35,12.69,1,5.58,13.35,1,4.81,14.04
2016,SEA,9.95,10.5,9–11,1,7.9,12.05,1,7.41,12.56,1,6.75,13.09,1,5.98,13.75,1,5.21,14.44
2016,SF,5.41,2.0,5–7,0,3.36,7.51,0,2.87,8.02,0,2.21,8.55,1,1.44,9.21,1,0.67,9.9
2016,TB,6.83,9.0,5–7,0,4.78,8.93,1,4.29,9.43,1,3.63,9.97,1,2.86,10.63,1,2.09,11.32
2016,TEN,6.59,9.0,5–7,0,4.54,8.7,1,4.06,9.2,1,3.4,9.74,1,2.62,10.4,1,1.85,11.09
2016,WAS,8.12,8.5,7–9,1,6.07,10.23,1,5.59,10.73,1,4.93,11.27,1,4.15,11.93,1,3.38,12.62
2017,ARI,9.31,8.0,9–11,1,7.25,11.43,1,6.75,11.9,1,6.05,12.45,1,5.32,13.12,1,4.67,13.81
2017,ATL,9.67,10.0,9–11,1,7.6,11.79,1,7.1,12.26,1,6.41,12.81,1,5.68,13.48,1,5.03,14.17
2017,BAL,8.74,9.0,7–9,1,6.67,10.86,1,6.17,11.33,1,5.48,11.88,1,4.75,12.55,1,4.1,13.24
2017,BUF,8.02,9.0,7–9,1,5.96,10.14,1,5.46,10.61,1,4.76,11.17,1,4.03,11.83,1,3.39,12.52
2017,CAR,7.43,11.0,7–9,0,5.36,9.55,0,4.86,10.02,0,4.17,10.57,1,3.44,11.24,1,2.79,11.93
2017,CHI,6.05,5.0,5–7,1,3.98,8.17,1,3.48,8.64,1,2.79,9.19,1,2.06,9.86,1,1.41,10.55
2017,CIN,8.46,7.0,7–9,1,6.4,10.58,1,5.9,11.05,1,5.2,11.61,1,4.47,12.27,1,3.83,12.96
2017,CLE,5.33,0.0,5–7,0,3.26,7.45,0,2.76,7.92,0,2.07,8.47,0,1.34,9.13,0,0.69,9.83
2017,DAL,9.55,9.0,9–11,1,7.48,11.66,1,6.98,12.14,1,6.29,12.69,1,5.56,13.35,1,4.91,14.04
2017,DEN,8.17,5.0,7–9,0,6.1,10.29,0,5.6,10.76,1,4.91,11.31,1,4.18,11.97,1,3.53,12.67
2017,DET,7.81,9.0,7–9,1,5.75,9.93,1,5.25,10.4,1,4.55,10.96,1,3.82,11.62,1,3.18,12.31
2017,GB,8.7,7.0,7–9,1,6.63,10.82,1,6.13,11.29,1,5.44,11.84,1,4.71,12.5,1,4.06,13.19
2017,HOU,7.25,4.0,7–9,0,5.18,9.36,0,4.68,9.84,1,3.99,10.39,1,3.25,11.05,1,2.61,11.74
2017,IND,8.76,4.0,7–9,0,6.7,10.88,0,6.2,11.35,0,5.5,11.91,0,4.77,12.57,0,4.13,13.26
2017,JAX,7.18,10.0,7–9,0,5.11,9.3,0,4.61,9.77,1,3.92,10.32,1,3.19,10.98,1,2.54,11.68
2017,KC,8.92,10.0,7–9,1,6.86,11.04,1,6.36,11.51,1,5.66,12.07,1,4.93,12.73,1,4.29,13.42
2017,LAC,7.53,9.0,7–9,1,5.46,9.65,1,4.96,10.12,1,4.27,10.67,1,3.54,11.34,1,2.89,12.03
2017,LAR,5.19,11.0,5–7,0,3.13,7.31,0,2.63,7.78,0,1.93,8.34,0,1.2,9.0,0,0.56,9.69
2017,LV,7.96,6.0,7–9,1,5.9,10.08,1,5.4,10.55,1,4.7,11.11,1,3.97,11.77,1,3.33,12.46
2017,MIA,7.36,6.0,7–9,1,5.3,9.48,1,4.79,9.95,1,4.1,10.5,1,3.37,11.17,1,2.72,11.86
2017,MIN,8.71,13.0,7–9,0,6.64,10.82,0,6.14,11.3,0,5.45,11.85,0,4.72,12.51,1,4.07,13.2
2017,NE,10.88,13.0,9–11,1,8.82,13.0,1,8.32,13.47,1,7.62,14.03,1,6.89,14.69,1,6.25,15.38
2017,NO,8.26,11.0,7–9,0,6.19,10.38,0,5.69,10.85,1,5.0,11.4,1,4.27,12.06,1,3.62,12.76
2017,NYG,8.25,3.0,7–9,0,6.19,10.37,0,5.69,10.84,0,4.99,11.4,0,4.26,12.06,0,3.62,12.75
2017,NYJ,5.57,5.0,5–7,1,3.51,7.69,1,3.01,8.16,1,2.31,8.71,1,1.58,9.38,1,0.93,10.07
2017,PHI,8.5,13.0,7–9,0,6.44,10.62,0,5.94,11.09,0,5.24,11.65,0,4.51,12.31,0,3.87,13.0
2017,PIT,9.35,13.0,9–11,0,7.29,11.47,0,6.79,11.94,0,6.09,12.49,1,5.36,13.16,1,4.71,13.85
2017,SEA,9.39,9.0,9–11,1,7.32,11.51,1,6.82,11.98,1,6.13,12.53,1,5.4,13.19,1,4.75,13.89
2017,SF,5.77,6.0,5–7,1,3.7,7.88,1,3.2,8.36,1,2.51,8.91,1,1.78,9.57,1,1.13,10.26
2017,TB,7.5,5.0,7–9,0,5.43,9.62,1,4.93,10.09,1,4.24,10.64,1,3.51,11.3,1,2.86,12.0
2017,TEN,8.56,9.0,7–9,1,6.5,10.68,1,6.0,11.15,1,5.3,11.7,1,4.57,12.37,1,3.92,13.06
2017,WAS,7.86,7.0,7–9,1,5.8,9.98,1,5.3,10.45,1,4.6,11.01,1,3.87,11.67,1,3.23,12.36
2018,ARI,6.83,3.0,5–7,0,4.77,8.95,0,4.26,9.44,0,3.55,9.97,1,2.83,10.66,1,2.09,11.33
2018,ATL,8.56,7.0,7–9,1,6.5,10.68,1,5.99,11.16,1,5.28,11.7,1,4.55,12.38,1,3.82,13.06
2018,BAL,9.45,10.0,9–11,1,7.39,11.57,1,6.88,12.06,1,6.17,12.59,1,5.44,13.28,1,4.71,13.95
2018,BUF,7.17,6.0,7–9,1,5.11,9.29,1,4.61,9.78,1,3.9,10.32,1,3.17,11.0,1,2.43,11.67
2018,CAR,8.33,7.0,7–9,1,6.28,10.45,1,5.77,10.94,1,5.06,11.48,1,4.33,12.16,1,3.59,12.84
2018,CHI,7.14,12.0,7–9,0,5.08,9.26,0,4.58,9.75,0,3.87,10.29,0,3.14,10.97,0,2.4,11.64
2018,CIN,7.21,6.0,7–9,1,5.15,9.33,1,4.64,9.82,1,3.93,10.35,1,3.2,11.04,1,2.47,11.71
2018,CLE,5.44,7.5,5–7,1,3.38,7.56,1,2.87,8.04,1,2.16,8.58,1,1.43,9.26,1,0.7,9.94
2018,DAL,8.31,10.0,7–9,1,6.25,10.42,1,5.74,10.91,1,5.03,11.45,1,4.3,12.13,1,3.57,12.81
2018,DEN,6.68,6.0,5–7,1,4.62,8.8,1,4.11,9.29,1,3.4,9.82,1,2.67,10.51,1,1.94,11.18
2018,DET,8.44,6.0,7–9,0,6.38,10.56,1,5.88,11.05,1,5.17,11.58,1,4.44,12.27,1,3.7,12.94
2018,GB,7.01,6.5,7–9,1,4.96,9.13,1,4.45,9.62,1,3.74,10.16,1,3.01,10.84,1,2.27,11.51
2018,HOU,7.16,11.0,7–9,0,5.1,9.28,0,4.6,9.77,0,3.89,10.3,0,3.16,10.99,1,2.42,11.66
2018,IND,6.28,10.0,5–7,0,4.22,8.4,0,3.71,8.89,0,3.01,9.42,1,2.28,10.11,1,1.54,10.78
2018,JAX,10.39,5.0,9–11,0,8.33,12.51,0,7.82,13.0,0,7.11,13.53,0,6.39,14.22,0,5.65,14.89
2018,KC,8.88,12.0,7–9,0,6.83,11.0,0,6.32,11.49,1,5.61,12.03,1,4.88,12.71,1,4.14,13.39
2018,LAC,9.49,12.0,9–11,0,7.43,11.61,1,6.92,12.1,1,6.21,12.63,1,5.49,13.32,1,4.75,13.99
2018,LAR,9.72,13.0,9–11,0,7.67,11.84,0,7.16,12.33,0,6.45,12.87,1,5.72,13.55,1,4.98,14.23
2018,LV,7.07,4.0,7–9,0,5.02,9.19,0,4.51,9.68,1,3.8,10.22,1,3.07,10.9,1,2.33,11.57
2018,MIA,6.62,7.0,5–7,1,4.56,8.74,1,4.06,9.23,1,3.35,9.76,1,2.62,10.45,1,1.88,11.12
2018,MIN,9.84,8.5,9–11,1,7.79,11.96,1,7.28,12.45,1,6.57,12.99,1,5.84,13.67,1,5.1,14.34
2018,NE,10.35,11.0,9–11,1,8.29,12.46,1,7.78,12.95,1,7.07,13.49,1,6.34,14.17,1,5.61,14.85
2018,NO,9.32,13.0,9–11,0,7.26,11.43,0,6.75,11.92,0,6.04,12.46,1,5.31,13.14,1,4.58,13.82
2018,NYG,5.84,5.0,5–7,1,3.79,7.96,1,3.28,8.45,1,2.57,8.99,1,1.84,9.67,1,1.1,10.34
2018,NYJ,7.18,4.0,7–9,0,5.12,9.29,0,4.61,9.78,1,3.9,10.32,1,3.17,11.0,1,2.44,11.68
2018,PHI,10.03,9.0,9–11,1,7.97,12.15,1,7.46,12.64,1,6.75,13.17,1,6.02,13.86,1,5.29,14.53
2018,PIT,9.21,9.5,9–11,1,7.15,11.33,1,6.64,11.82,1,5.93,12.35,1,5.21,13.04,1,4.47,13.71
2018,SEA,8.39,10.0,7–9,1,6.33,10.51,1,5.83,11.0,1,5.12,11.53,1,4.39,12.22,1,3.65,12.89
2018,SF,7.27,4.0,7–9,0,5.21,9.39,0,4.7,9.88,1,3.99,10.41,1,3.26,11.1,1,2.53,11.77
2018,TB,7.18,5.0,7–9,0,5.12,9.3,1,4.61,9.79,1,3.9,10.32,1,3.18,11.01,1,2.44,11.68
